,Date,Club Type,Altitude,Club Speed,Ball Speed,Carry Distance,Total Distance,Roll Distance,Smash,Vertical Launch,Peak Height,Descent Angle,Horizontal Launch,Carry Lateral Distance,Total Lateral Distance,Carry Curve Distance,Total Curve Distance,Spin Rate,Spin Axis,Spin Reading,Shot Classification,Club Color
286,2025-03-09 10:30:16,7 Iron,5600.00,85.00,112.07,174.09,190.09,16.00,1.32,20.20,88.45,41.43,-4.30,-13.9,-15.29,-0.85,-1.04,5965,-1.30,Actual,Pull,4.0
287,2025-03-09 10:30:35,7 Iron,5600.00,86.12,112.07,172.3,185.9,13.60,1.3,21.90,98.46,44.54,-2.30,-3.81,-3.74,3.11,3.72,6603,4.70,Actual,Pull,4.0
288,2025-03-09 10:31:26,7 Iron,5600.00,86.12,109.61,167.36,181.01,13.66,1.27,22.20,95.34,44.31,-2.90,-7.02,-7.41,1.45,1.74,6660,2.30,Actual,Pull,4.0
289,2025-03-09 10:31:44,7 Iron,5600.00,85.00,104.91,162.28,177.84,15.56,1.23,22.20,85.79,41.85,-2.50,-5.81,-6.19,1.27,1.56,5549,2.20,Actual,Pull,4.0
290,2025-03-09 10:32:03,7 Iron,5600.00,85.00,112.07,172.85,187.78,14.94,1.32,21.00,92.72,42.74,-2.60,-7.12,-7.64,0.71,0.87,6228,1.10,Actual,Pull,4.0
291,2025-03-09 10:32:21,7 Iron,5600.00,86.12,109.16,166.03,180.1,14.06,1.27,21.20,90.49,43.39,-1.60,-1.77,-1.56,2.87,3.46,6955,4.60,Actual,Straight,4.0
292,2025-03-09 13:05:24,6 Iron,5600.00,75.61,97.31,141.77,160.14,18.36,1.29,18.30,54.27,32.95,-1.10,1.18,2.07,3.9,5.14,5177,9.50,Actual,Fade,5.0
293,2025-03-09 13:05:39,6 Iron,5600.00,80.53,97.08,137.57,154.88,17.31,1.21,18.00,53.81,33.87,-1.90,0.09,0.96,4.65,6.10,6216,11.30,Actual,Fade,5.0
294,2025-03-09 13:05:55,6 Iron,5600.00,82.32,99.77,150.86,168.44,17.57,1.21,20.40,66.9,36.83,-2.30,-2.94,-2.76,3.12,4.01,5145,6.60,Actual,Pull Fade,5.0
295,2025-03-09 13:06:12,6 Iron,5600.00,78.96,102.9,156.91,173.25,16.34,1.3,20.40,72.97,38.33,1.90,9.86,11.59,4.67,5.86,5391,9.00,Actual,Fade,5.0
296,2025-03-09 13:06:29,6 Iron,5600.00,81.20,107.15,166.1,184.8,18.70,1.32,18.10,67.45,35.24,-2.90,-9.8,-11.13,-1.4,-1.79,5002,-2.60,Actual,Pull,5.0
297,2025-03-09 13:06:47,6 Iron,5600.00,82.32,104.91,160.58,176.2,15.62,1.27,19.60,73.33,38.44,-0.30,2.79,3.57,3.62,4.48,5598,6.60,Actual,Fade,5.0
298,2025-03-09 13:07:04,6 Iron,5600.00,81.20,94.62,136.69,157.48,20.79,1.17,17.60,47.9,30.50,-3.60,-8.21,-9.38,0.37,0.50,4631,1.00,Actual,Pull,5.0
299,2025-03-09 13:07:20,6 Iron,5600.00,79.41,96.86,148.75,167.75,19.00,1.22,21.10,63.16,34.52,-0.10,1.25,1.67,1.5,1.96,4035,3.70,Actual,Straight,5.0
300,2025-03-09 13:07:38,6 Iron,5600.00,84.56,108.94,169.78,186.21,16.43,1.29,19.10,76.05,37.89,-1.10,0.09,0.58,3.36,4.16,5270,5.80,Actual,Fade,5.0
301,2025-03-09 13:07:56,6 Iron,5600.00,82.32,91.27,129.16,151.5,22.35,1.11,18.10,42.91,28.09,-2.00,-5.76,-7.08,-1.26,-1.79,3871,-4.30,Actual,Straight,5.0
302,2025-03-09 13:08:25,6 Iron,5600.00,88.81,117.66,186.42,201.75,15.33,1.32,18.10,87.3,40.34,-3.80,-10.79,-11.48,1.56,1.88,5746,2.20,Actual,Pull,5.0
303,2025-03-09 13:08:42,6 Iron,5600.00,80.08,102.0,151.66,170.16,18.49,1.27,17.50,57.55,33.26,-2.30,-3.32,-3.25,2.76,3.59,5214,6.00,Actual,Pull Fade,5.0
304,2025-03-09 13:08:58,6 Iron,5600.00,79.41,94.18,136.59,161.06,24.46,1.19,18.90,45.57,27.55,-2.50,-9.39,-11.95,-3.44,-4.94,2960,-12.90,Actual,Pull Draw,5.0
305,2025-03-09 13:09:15,6 Iron,5600.00,83.44,110.73,171.96,188.72,16.75,1.33,17.70,72.31,36.80,-3.40,-8.79,-9.45,1.41,1.75,5371,2.40,Actual,Pull,5.0
306,2025-03-09 13:09:30,6 Iron,5600.00,84.56,108.49,163.58,178.63,15.05,1.28,18.40,73.49,38.61,-1.30,2.85,4.00,6.56,8.05,6397,11.50,Actual,Fade,5.0
307,2025-03-09 13:10:02,4 Iron,5600.00,89.48,120.57,190.45,208.41,17.96,1.35,15.40,74.9,36.01,-3.20,-5.58,-5.41,5.05,6.22,5374,7.40,Actual,Pull Fade,7.0
308,2025-03-09 13:10:19,4 Iron,5600.00,90.60,119.45,188.64,204.68,16.03,1.32,16.90,83.01,38.76,-2.90,0.51,1.79,10.05,12.15,5750,14.10,Actual,Pull Fade,7.0
309,2025-03-09 13:10:35,4 Iron,5600.00,91.04,118.33,175.09,196.56,21.47,1.3,11.30,49.64,28.78,-2.50,1.55,3.40,9.19,11.98,5784,15.90,Actual,Pull Slice,7.0
310,2025-03-09 13:10:52,4 Iron,5600.00,93.95,111.85,174.42,194.77,20.35,1.19,16.80,67.49,34.55,-3.80,-3.44,-2.44,8.13,10.47,5064,14.10,Actual,Pull Fade,7.0
311,2025-03-09 13:11:11,4 Iron,5600.00,93.95,124.82,200.37,216.12,15.75,1.33,16.20,87.7,39.26,-2.20,3.28,4.80,10.97,13.09,5617,14.10,Actual,Pull Fade,7.0
312,2025-03-09 13:11:29,4 Iron,5600.00,93.95,125.94,210.18,229.45,19.26,1.34,16.00,85.47,36.87,-3.40,-8.18,-8.36,4.3,5.25,4551,5.60,Actual,Pull Fade,7.0
313,2025-03-09 13:11:48,4 Iron,5600.00,91.04,122.36,198.14,219.61,21.47,1.34,14.30,69.03,32.88,-4.10,-9.21,-9.43,4.97,6.28,4536,7.40,Actual,Pull Fade,7.0
314,2025-03-09 13:12:05,4 Iron,5600.00,91.04,113.41,181.22,202.3,21.07,1.25,16.70,69.98,34.72,-1.40,-1.21,-0.81,3.22,4.13,4682,5.30,Actual,Fade,7.0
315,2025-03-09 13:12:24,4 Iron,5600.00,92.83,122.81,187.78,209.98,22.21,1.32,11.90,56.14,29.63,-2.50,-0.26,1.08,7.93,10.25,5198,12.80,Actual,Pull Fade,7.0
316,2025-03-09 13:12:43,4 Iron,5600.00,92.16,114.53,185.39,208.56,23.16,1.24,16.90,70.28,33.70,-4.60,-14.17,-15.82,0.7,0.91,4217,1.20,Actual,Pull,7.0
317,2025-03-09 13:13:08,4 Iron,5600.00,91.04,116.32,182.22,200.85,18.64,1.28,16.20,72.7,35.91,-3.70,-6.55,-6.44,5.22,6.53,5350,8.20,Actual,Pull Fade,7.0
318,2025-03-09 13:13:26,4 Iron,5600.00,92.83,109.39,172.28,197.48,25.21,1.18,16.30,54.27,27.82,-3.60,-9.02,-9.97,1.79,2.43,3372,4.30,Actual,Pull,7.0
319,2025-03-09 13:13:42,4 Iron,5600.00,87.69,119.23,190.39,211.95,21.57,1.36,14.30,64.5,31.85,-1.00,-0.77,-0.44,2.56,3.27,4518,4.10,Actual,Straight,7.0
320,2025-03-09 13:13:58,4 Iron,5600.00,88.36,115.65,186.24,206.09,19.85,1.31,16.20,69.55,33.80,0.00,3.59,4.51,3.59,4.51,4438,5.90,Actual,Fade,7.0
321,2025-03-09 13:14:13,4 Iron,5600.00,88.36,114.53,145.57,178.84,33.27,1.3,8.20,22.77,15.20,-2.30,-0.95,0.49,4.89,7.68,3850,16.50,Actual,Pull Slice,7.0
322,2025-03-09 13:14:29,4 Iron,5600.00,89.48,111.85,181.33,204.33,23.00,1.25,18.00,71.23,34.10,-3.80,-8.31,-8.69,3.71,4.86,4089,6.70,Actual,Pull Fade,7.0
323,2025-03-09 13:14:46,4 Iron,5600.00,90.60,120.12,197.89,217.08,19.19,1.33,16.80,80.35,36.31,-1.90,2.5,4.01,9.07,11.21,4530,13.10,Actual,Fade,7.0
324,2025-03-09 13:15:03,4 Iron,5600.00,93.95,120.79,197.15,216.27,19.13,1.29,16.30,78.97,36.14,-1.50,3.14,4.63,8.3,10.28,4769,11.80,Actual,Fade,7.0
325,2025-03-09 13:15:20,4 Iron,5600.00,94.40,129.52,209.71,228.29,18.58,1.37,14.70,84.09,37.09,-1.70,1.74,2.93,7.96,9.70,5278,10.00,Actual,Fade,7.0
326,2025-03-09 13:15:39,4 Iron,5600.00,91.71,125.27,203.23,218.39,15.17,1.37,18.50,102.1,42.08,-1.30,9.2,11.38,13.8,16.33,5532,17.00,Actual,Slice,7.0
327,2025-03-09 13:15:57,4 Iron,5600.00,93.28,129.74,215.19,233.37,18.18,1.39,15.60,89.4,37.89,-2.20,-1.25,-0.47,7.02,8.49,4940,8.50,Actual,Pull Fade,7.0
